event_id,time,latitude,longitude,depth_km,magnitude,mag_type,place,status,tsunami,sig,felt,cdi,mmi,alert,type,year,state
syn_2019_239,2019-01-13,57.9098,-74.9642,27.05,2.76,ml,Unknown,reviewed,0,275,,,,,earthquake,2019,Alaska
syn_2019_240,2019-07-19,62.872,-86.5304,19.13,2.72,ml,Unknown,reviewed,0,272,,,,,earthquake,2019,Alaska
syn_2019_241,2019-05-03,29.2673,-98.502,12.25,3.96,ml,Unknown,reviewed,0,395,,,,,earthquake,2019,Texas
syn_2019_242,2019-08-09,50.2466,-80.8853,47.25,2.66,ml,Unknown,reviewed,0,266,,,,,earthquake,2019,Other
syn_2019_243,2019-10-16,47.7339,-87.3066,5.65,3.24,ml,Unknown,reviewed,0,324,,,,,earthquake,2019,Other
syn_2019_244,2019-11-19,60.6125,-103.3345,27.0,2.96,ml,Unknown,reviewed,0,296,,,,,earthquake,2019,Alaska
syn_2019_245,2019-11-27,55.0498,-82.7237,6.01,3.0,ml,Unknown,reviewed,0,300,,,,,earthquake,2019,Alaska
syn_2019_246,2019-06-24,63.6105,-129.7475,38.87,2.98,ml,Unknown,reviewed,0,298,,,,,earthquake,2019,Alaska
syn_2019_247,2019-09-03,63.4013,-113.0666,3.09,4.34,ml,Unknown,reviewed,0,434,,,,,earthquake,2019,Alaska
syn_2019_248,2019-02-12,34.0274,-90.04,1.34,2.57,ml,Unknown,reviewed,0,257,,,,,earthquake,2019,Other
syn_2019_249,2019-08-16,54.014,-161.2658,3.09,3.72,ml,Unknown,reviewed,0,372,,,,,earthquake,2019,Alaska
syn_2019_250,2019-11-13,46.2209,-81.5595,0.61,3.94,ml,Unknown,reviewed,0,394,,,,,earthquake,2019,Other
syn_2019_251,2019-08-06,33.5841,-153.8465,0.85,4.79,ml,Unknown,reviewed,0,479,,,,,earthquake,2019,Other
syn_2019_252,2019-03-24,32.7948,-80.9523,5.05,2.98,ml,Unknown,reviewed,0,298,,,,,earthquake,2019,South Carolina
syn_2019_253,2019-01-04,28.2434,-137.9327,13.33,3.05,ml,Unknown,reviewed,0,305,,,,,earthquake,2019,Other
syn_2019_254,2019-11-17,56.8218,-136.3414,57.0,5.1,ml,Unknown,reviewed,0,510,,,,,earthquake,2019,Alaska
syn_2019_255,2019-06-05,37.9802,-162.3833,22.17,2.99,ml,Unknown,reviewed,0,299,,,,,earthquake,2019,Other
syn_2019_256,2019-07-03,59.2788,-78.7523,33.06,3.06,ml,Unknown,reviewed,0,306,,,,,earthquake,2019,Alaska
syn_2019_257,2019-11-15,49.3326,-152.0254,36.45,2.82,ml,Unknown,reviewed,0,282,,,,,earthquake,2019,Other
syn_2019_258,2019-05-15,51.9453,-105.1049,7.17,2.53,ml,Unknown,reviewed,0,252,,,,,earthquake,2019,Alaska
syn_2019_259,2019-08-06,36.6669,-103.6713,3.58,2.95,ml,Unknown,reviewed,0,295,,,,,earthquake,2019,New Mexico
syn_2019_260,2019-05-01,43.2918,-141.0414,22.72,3.35,ml,Unknown,reviewed,0,335,,,,,earthquake,2019,Other
syn_2019_261,2019-12-13,41.4927,-68.4769,14.54,3.44,ml,Unknown,reviewed,0,343,,,,,earthquake,2019,Other
syn_2019_262,2019-12-23,34.4275,-163.3909,9.53,2.51,ml,Unknown,reviewed,0,250,,,,,earthquake,2019,Other
syn_2019_263,2019-08-06,58.3005,-107.3892,16.17,3.79,ml,Unknown,reviewed,0,379,,,,,earthquake,2019,Alaska
syn_2019_264,2019-12-22,49.8834,-120.607,24.96,3.04,ml,Unknown,reviewed,0,304,,,,,earthquake,2019,Other
syn_2019_265,2019-09-08,26.4973,-144.7151,6.67,3.09,ml,Unknown,reviewed,0,308,,,,,earthquake,2019,Other
syn_2019_266,2019-07-24,57.7967,-153.1542,9.55,5.11,ml,Unknown,reviewed,0,511,,,,,earthquake,2019,Alaska
syn_2019_267,2019-08-11,29.2415,-94.0803,28.28,2.77,ml,Unknown,reviewed,0,276,,,,,earthquake,2019,Texas
syn_2019_268,2019-12-02,41.1479,-75.6196,20.7,3.65,ml,Unknown,reviewed,0,364,,,,,earthquake,2019,New York
syn_2019_269,2019-06-03,47.8503,-158.9227,36.7,3.18,ml,Unknown,reviewed,0,318,,,,,earthquake,2019,Other
syn_2019_270,2019-08-23,25.306,-150.02,27.57,3.47,ml,Unknown,reviewed,0,346,,,,,earthquake,2019,Other
syn_2019_271,2019-01-18,51.1163,-68.4142,9.88,2.93,ml,Unknown,reviewed,0,293,,,,,earthquake,2019,Alaska
syn_2019_272,2019-03-08,51.3881,-168.4527,21.59,2.76,ml,Unknown,reviewed,0,276,,,,,earthquake,2019,Alaska
syn_2019_273,2019-05-05,51.1011,-117.65,10.09,3.13,ml,Unknown,reviewed,0,313,,,,,earthquake,2019,Alaska
syn_2019_274,2019-12-13,31.5387,-116.8404,16.5,2.88,ml,Unknown,reviewed,0,287,,,,,earthquake,2019,Other
syn_2019_275,2019-06-05,35.2293,-142.8944,8.8,2.7,ml,Unknown,reviewed,0,270,,,,,earthquake,2019,Other
syn_2019_276,2019-03-03,34.895,-101.708,111.44,3.96,ml,Unknown,reviewed,0,396,,,,,earthquake,2019,Texas
syn_2019_277,2019-04-26,63.4027,-72.6711,24.41,3.02,ml,Unknown,reviewed,0,301,,,,,earthquake,2019,Alaska
syn_2019_278,2019-10-24,27.7011,-123.628,65.43,4.0,ml,Unknown,reviewed,0,400,,,,,earthquake,2019,Other
syn_2019_279,2019-05-07,42.1505,-92.8098,61.35,3.01,ml,Unknown,reviewed,0,301,,,,,earthquake,2019,Other
syn_2019_280,2019-10-22,59.8502,-103.4548,20.42,3.15,ml,Unknown,reviewed,0,315,,,,,earthquake,2019,Alaska
syn_2019_281,2019-10-20,55.7786,-121.287,14.41,6.78,ml,Unknown,reviewed,0,678,,,,,earthquake,2019,Alaska
syn_2019_282,2019-06-17,57.8977,-164.8693,3.74,4.92,ml,Unknown,reviewed,0,492,,,,,earthquake,2019,Alaska
syn_2019_283,2019-02-10,63.8917,-93.5998,8.94,2.75,ml,Unknown,reviewed,0,275,,,,,earthquake,2019,Alaska
syn_2019_284,2019-06-15,40.4905,-132.5851,7.49,4.12,ml,Unknown,reviewed,0,412,,,,,earthquake,2019,Other
syn_2019_285,2019-07-18,37.3862,-146.877,2.99,2.9,ml,Unknown,reviewed,0,289,,,,,earthquake,2019,Other
syn_2019_286,2019-02-26,26.2264,-72.3283,32.42,2.56,ml,Unknown,reviewed,0,255,,,,,earthquake,2019,Other
syn_2019_287,2019-09-19,31.0008,-90.3292,15.16,3.19,ml,Unknown,reviewed,0,318,,,,,earthquake,2019,Other
syn_2019_288,2019-01-17,47.4806,-70.8863,5.51,5.52,ml,Unknown,reviewed,0,551,,,,,earthquake,2019,Other
syn_2019_289,2019-02-08,31.3064,-143.6097,46.44,5.43,ml,Unknown,reviewed,0,542,,,,,earthquake,2019,Other
syn_2019_290,2019-03-03,54.4522,-83.9133,22.12,2.61,ml,Unknown,reviewed,0,260,,,,,earthquake,2019,Alaska
syn_2019_291,2019-06-22,26.4893,-107.4047,54.37,3.68,ml,Unknown,reviewed,0,368,,,,,earthquake,2019,Other
syn_2019_292,2019-08-25,35.3795,-68.9051,0.81,3.8,ml,Unknown,reviewed,0,379,,,,,earthquake,2019,Other
syn_2019_293,2019-08-05,52.8181,-72.5294,8.58,2.87,ml,Unknown,reviewed,0,286,,,,,earthquake,2019,Alaska
syn_2019_294,2019-10-03,35.2201,-69.7843,10.29,3.36,ml,Unknown,reviewed,0,335,,,,,earthquake,2019,Other
syn_2019_295,2019-10-02,54.1504,-71.9679,12.94,3.04,ml,Unknown,reviewed,0,303,,,,,earthquake,2019,Alaska
syn_2019_296,2019-05-21,64.8346,-169.2109,28.28,2.71,ml,Unknown,reviewed,0,270,,,,,earthquake,2019,Alaska
syn_2019_297,2019-11-27,56.8834,-93.6682,49.5,3.65,ml,Unknown,reviewed,0,364,,,,,earthquake,2019,Alaska
syn_2019_298,2019-07-04,38.6734,-141.9907,18.28,2.74,ml,Unknown,reviewed,0,274,,,,,earthquake,2019,Other
syn_2019_299,2019-08-18,61.0237,-97.3822,9.38,2.83,ml,Unknown,reviewed,0,283,,,,,earthquake,2019,Alaska
syn_2019_300,2019-06-11,27.0472,-68.997,71.8,2.67,ml,Unknown,reviewed,0,266,,,,,earthquake,2019,Other
syn_2019_301,2019-10-03,54.0003,-165.946,82.55,3.52,ml,Unknown,reviewed,0,351,,,,,earthquake,2019,Alaska
syn_2019_302,2019-07-08,25.9329,-111.6003,13.75,2.99,ml,Unknown,reviewed,0,299,,,,,earthquake,2019,Other
syn_2019_303,2019-04-12,31.9822,-94.2998,23.83,2.97,ml,Unknown,reviewed,0,296,,,,,earthquake,2019,Texas
syn_2019_304,2019-10-12,64.5034,-143.904,9.13,3.24,ml,Unknown,reviewed,0,324,,,,,earthquake,2019,Alaska
syn_2019_305,2019-06-27,39.4354,-146.8124,0.41,2.64,ml,Unknown,reviewed,0,263,,,,,earthquake,2019,Other
syn_2019_306,2019-02-24,57.82,-163.7844,52.93,4.33,ml,Unknown,reviewed,0,432,,,,,earthquake,2019,Alaska
syn_2019_307,2019-09-11,40.0435,-160.3263,99.14,3.0,ml,Unknown,reviewed,0,300,,,,,earthquake,2019,Other
syn_2019_308,2019-06-22,58.6011,-102.3548,10.96,2.87,ml,Unknown,reviewed,0,286,,,,,earthquake,2019,Alaska
syn_2019_309,2019-05-25,63.6176,-117.9633,2.35,2.61,ml,Unknown,reviewed,0,260,,,,,earthquake,2019,Alaska
syn_2019_310,2019-10-26,42.4214,-166.9026,12.48,2.65,ml,Unknown,reviewed,0,264,,,,,earthquake,2019,Other
syn_2019_311,2019-01-01,47.374,-70.1248,16.66,4.52,ml,Unknown,reviewed,0,452,,,,,earthquake,2019,Other
syn_2019_312,2019-01-15,50.1456,-102.4273,18.72,2.99,ml,Unknown,reviewed,0,298,,,,,earthquake,2019,Other
syn_2019_313,2019-11-21,62.3934,-116.9067,4.33,3.52,ml,Unknown,reviewed,0,352,,,,,earthquake,2019,Alaska
syn_2019_314,2019-09-19,35.2698,-141.9094,7.32,2.57,ml,Unknown,reviewed,0,256,,,,,earthquake,2019,Other
syn_2019_315,2019-04-09,49.45,-102.2158,4.45,3.33,ml,Unknown,reviewed,0,332,,,,,earthquake,2019,Other
syn_2019_316,2019-12-21,37.9888,-132.4907,16.95,4.54,ml,Unknown,reviewed,0,453,,,,,earthquake,2019,Other
syn_2019_317,2019-08-13,33.6773,-97.6431,1.88,2.79,ml,Unknown,reviewed,0,278,,,,,earthquake,2019,Texas
syn_2019_318,2019-04-02,28.3968,-99.6951,23.61,3.19,ml,Unknown,reviewed,0,319,,,,,earthquake,2019,Texas
syn_2019_319,2019-02-25,49.8284,-160.4474,54.59,4.75,ml,Unknown,reviewed,0,475,,,,,earthquake,2019,Other
syn_2019_320,2019-08-09,60.2834,-76.3461,12.33,3.52,ml,Unknown,reviewed,0,351,,,,,earthquake,2019,Alaska
syn_2019_321,2019-03-23,39.0557,-119.8417,23.59,2.55,ml,Unknown,reviewed,0,255,,,,,earthquake,2019,California
syn_2019_322,2019-08-25,47.1067,-129.5267,2.75,2.88,ml,Unknown,reviewed,0,288,,,,,earthquake,2019,Other
syn_2019_323,2019-12-11,50.6854,-71.5874,11.19,2.57,ml,Unknown,reviewed,0,257,,,,,earthquake,2019,Other
syn_2019_324,2019-09-20,41.586,-124.8644,20.85,4.08,ml,Unknown,reviewed,0,408,,,,,earthquake,2019,Other
syn_2019_325,2019-12-27,61.1339,-95.7142,32.22,3.28,ml,Unknown,reviewed,0,327,,,,,earthquake,2019,Alaska
syn_2019_326,2019-11-10,39.5102,-102.5209,21.02,5.01,ml,Unknown,reviewed,0,500,,,,,earthquake,2019,Colorado
syn_2019_327,2019-06-13,30.0004,-152.9906,65.36,2.52,ml,Unknown,reviewed,0,251,,,,,earthquake,2019,Other
syn_2019_328,2019-04-20,30.7608,-67.9123,17.24,2.94,ml,Unknown,reviewed,0,294,,,,,earthquake,2019,Other
syn_2019_329,2019-09-22,60.6343,-122.2488,27.31,2.59,ml,Unknown,reviewed,0,258,,,,,earthquake,2019,Alaska
syn_2019_330,2019-11-04,64.5203,-129.3374,22.5,2.85,ml,Unknown,reviewed,0,284,,,,,earthquake,2019,Alaska
syn_2019_331,2019-07-14,36.5575,-75.2798,50.69,2.64,ml,Unknown,reviewed,0,264,,,,,earthquake,2019,Other
syn_2019_332,2019-08-16,30.7441,-115.4885,3.02,2.82,ml,Unknown,reviewed,0,281,,,,,earthquake,2019,Other
syn_2019_333,2019-06-07,44.2885,-97.3771,20.66,3.87,ml,Unknown,reviewed,0,386,,,,,earthquake,2019,Other
syn_2019_334,2019-01-17,53.3811,-82.8367,11.81,2.64,ml,Unknown,reviewed,0,264,,,,,earthquake,2019,Alaska
syn_2019_335,2019-06-07,49.4961,-145.7441,5.43,3.01,ml,Unknown,reviewed,0,301,,,,,earthquake,2019,Other
syn_2019_336,2019-06-21,63.0443,-152.5449,5.53,4.54,ml,Unknown,reviewed,0,453,,,,,earthquake,2019,Alaska
syn_2019_337,2019-01-10,57.7111,-162.9438,0.84,7.87,ml,Unknown,reviewed,0,786,,,,,earthquake,2019,Alaska
syn_2019_338,2019-07-09,59.7589,-77.5953,44.73,2.73,ml,Unknown,reviewed,0,273,,,,,earthquake,2019,Alaska
syn_2019_339,2019-09-11,46.6667,-149.3622,19.86,4.69,ml,Unknown,reviewed,0,469,,,,,earthquake,2019,Other
syn_2019_340,2019-03-18,38.091,-138.3013,27.22,2.74,ml,Unknown,reviewed,0,274,,,,,earthquake,2019,Other
syn_2019_341,2019-05-20,53.0694,-140.5619,17.47,2.93,ml,Unknown,reviewed,0,292,,,,,earthquake,2019,Alaska
syn_2019_342,2019-10-03,42.5621,-138.6274,8.26,4.18,ml,Unknown,reviewed,0,418,,,,,earthquake,2019,Other
syn_2019_343,2019-05-08,36.5102,-101.1897,17.66,3.73,ml,Unknown,reviewed,0,373,,,,,earthquake,2019,Oklahoma
syn_2019_344,2019-01-04,31.0908,-71.7263,23.44,4.06,ml,Unknown,reviewed,0,405,,,,,earthquake,2019,Other
syn_2019_345,2019-02-14,46.115,-136.0663,17.68,3.79,ml,Unknown,reviewed,0,378,,,,,earthquake,2019,Other
syn_2019_346,2019-10-09,48.7701,-128.0123,41.49,2.71,ml,Unknown,reviewed,0,271,,,,,earthquake,2019,Other
syn_2019_347,2019-01-15,47.7514,-90.5719,41.64,3.15,ml,Unknown,reviewed,0,315,,,,,earthquake,2019,Other
syn_2019_348,2019-10-07,29.6619,-125.4692,7.26,2.89,ml,Unknown,reviewed,0,288,,,,,earthquake,2019,Other
syn_2019_349,2019-10-16,47.7995,-74.6176,2.35,2.99,ml,Unknown,reviewed,0,299,,,,,earthquake,2019,Other
syn_2019_350,2019-09-15,31.7366,-118.1685,11.84,2.63,ml,Unknown,reviewed,0,263,,,,,earthquake,2019,Other
syn_2019_351,2019-07-22,51.5486,-134.1833,26.87,2.8,ml,Unknown,reviewed,0,280,,,,,earthquake,2019,Alaska
syn_2019_352,2019-04-09,42.1754,-69.928,30.29,4.06,ml,Unknown,reviewed,0,405,,,,,earthquake,2019,Other
syn_2019_353,2019-12-27,58.9515,-126.1445,90.16,4.32,ml,Unknown,reviewed,0,432,,,,,earthquake,2019,Alaska
syn_2019_354,2019-03-06,56.1306,-146.189,37.66,3.25,ml,Unknown,reviewed,0,325,,,,,earthquake,2019,Alaska
syn_2019_355,2019-06-01,53.9753,-151.6968,20.55,3.05,ml,Unknown,reviewed,0,305,,,,,earthquake,2019,Alaska
syn_2019_356,2019-01-25,53.0295,-67.4963,63.05,3.5,ml,Unknown,reviewed,0,349,,,,,earthquake,2019,Alaska
syn_2019_357,2019-02-27,47.4195,-92.4423,21.2,3.25,ml,Unknown,reviewed,0,325,,,,,earthquake,2019,Other
syn_2019_358,2019-12-02,27.4445,-127.908,7.88,5.79,ml,Unknown,reviewed,0,579,,,,,earthquake,2019,Other
syn_2019_359,2019-07-23,51.2196,-84.8846,2.29,2.67,ml,Unknown,reviewed,0,266,,,,,earthquake,2019,Alaska
syn_2019_360,2019-04-02,43.6769,-113.679,1.35,2.98,ml,Unknown,reviewed,0,297,,,,,earthquake,2019,Idaho
syn_2019_361,2019-01-02,43.7822,-137.3089,125.64,4.5,ml,Unknown,reviewed,0,450,,,,,earthquake,2019,Other
syn_2019_362,2019-04-07,40.1609,-93.4313,34.43,4.47,ml,Unknown,reviewed,0,446,,,,,earthquake,2019,Missouri
syn_2019_363,2019-12-02,62.1628,-93.1728,16.34,3.05,ml,Unknown,reviewed,0,304,,,,,earthquake,2019,Alaska
syn_2019_364,2019-08-01,34.9781,-118.4826,2.42,2.62,ml,Unknown,reviewed,0,261,,,,,earthquake,2019,California
syn_2019_365,2019-11-16,37.6638,-165.3487,4.05,3.85,ml,Unknown,reviewed,0,384,,,,,earthquake,2019,Other
syn_2019_366,2019-06-14,63.5216,-162.0667,30.42,3.2,ml,Unknown,reviewed,0,320,,,,,earthquake,2019,Alaska
syn_2019_367,2019-03-24,57.4061,-88.7588,15.23,3.69,ml,Unknown,reviewed,0,368,,,,,earthquake,2019,Alaska
syn_2019_368,2019-12-23,25.5635,-85.1819,3.31,3.0,ml,Unknown,reviewed,0,299,,,,,earthquake,2019,Florida
syn_2019_369,2019-05-12,61.2443,-100.1362,1.09,2.68,ml,Unknown,reviewed,0,268,,,,,earthquake,2019,Alaska
syn_2019_370,2019-11-12,34.0659,-83.5759,18.78,2.52,ml,Unknown,reviewed,0,251,,,,,earthquake,2019,Other
syn_2019_371,2019-11-15,53.2373,-95.8928,1.81,3.16,ml,Unknown,reviewed,0,315,,,,,earthquake,2019,Alaska
syn_2019_372,2019-08-19,47.1229,-77.6157,50.64,2.64,ml,Unknown,reviewed,0,264,,,,,earthquake,2019,Other
syn_2019_373,2019-11-09,46.4725,-154.509,30.23,2.67,ml,Unknown,reviewed,0,266,,,,,earthquake,2019,Other
syn_2019_374,2019-12-23,53.7169,-130.0626,5.96,2.96,ml,Unknown,reviewed,0,295,,,,,earthquake,2019,Alaska
syn_2019_375,2019-11-21,33.2873,-122.1966,13.02,2.97,ml,Unknown,reviewed,0,296,,,,,earthquake,2019,California
syn_2019_376,2019-05-23,31.361,-139.3406,12.84,2.76,ml,Unknown,reviewed,0,275,,,,,earthquake,2019,Other
syn_2019_377,2019-11-14,51.0765,-95.2873,2.7,2.61,ml,Unknown,reviewed,0,261,,,,,earthquake,2019,Alaska
syn_2019_378,2019-12-10,36.6232,-76.0188,26.26,4.82,ml,Unknown,reviewed,0,481,,,,,earthquake,2019,Other
syn_2019_379,2019-05-02,63.958,-127.5143,2.06,2.61,ml,Unknown,reviewed,0,261,,,,,earthquake,2019,Alaska
syn_2019_380,2019-12-02,43.0605,-73.0212,33.56,2.85,ml,Unknown,reviewed,0,284,,,,,earthquake,2019,New York
syn_2019_381,2019-04-07,29.4639,-116.7728,16.12,2.79,ml,Unknown,reviewed,0,279,,,,,earthquake,2019,Other
syn_2019_382,2019-01-01,52.4326,-116.1809,27.0,4.11,ml,Unknown,reviewed,0,410,,,,,earthquake,2019,Alaska
syn_2019_383,2019-12-11,37.2464,-108.1774,2.04,2.92,ml,Unknown,reviewed,0,292,,,,,earthquake,2019,Colorado
syn_2019_384,2019-12-21,30.9435,-142.3619,8.0,2.61,ml,Unknown,reviewed,0,260,,,,,earthquake,2019,Other
syn_2019_385,2019-10-08,41.9129,-130.5139,13.97,2.51,ml,Unknown,reviewed,0,250,,,,,earthquake,2019,Other
syn_2019_386,2019-03-07,63.5689,-113.0165,46.81,3.52,ml,Unknown,reviewed,0,352,,,,,earthquake,2019,Alaska
syn_2019_387,2019-01-27,41.4572,-72.9758,3.02,3.5,ml,Unknown,reviewed,0,350,,,,,earthquake,2019,New York
syn_2019_388,2019-08-08,38.8934,-103.8027,11.56,2.93,ml,Unknown,reviewed,0,293,,,,,earthquake,2019,Colorado
syn_2019_389,2019-08-07,42.7804,-135.689,3.38,2.61,ml,Unknown,reviewed,0,260,,,,,earthquake,2019,Other
syn_2019_390,2019-04-27,25.4846,-168.9217,56.22,2.87,ml,Unknown,reviewed,0,287,,,,,earthquake,2019,Other
syn_2019_391,2019-07-20,30.3241,-68.8884,38.33,3.21,ml,Unknown,reviewed,0,321,,,,,earthquake,2019,Other
syn_2019_392,2019-02-12,58.987,-119.2226,12.08,3.47,ml,Unknown,reviewed,0,347,,,,,earthquake,2019,Alaska
syn_2019_393,2019-10-07,64.1214,-73.335,1.96,2.57,ml,Unknown,reviewed,0,256,,,,,earthquake,2019,Alaska
syn_2019_394,2019-03-13,31.3177,-113.4174,22.23,3.15,ml,Unknown,reviewed,0,315,,,,,earthquake,2019,Arizona
syn_2019_395,2019-10-06,46.4207,-107.6371,0.54,2.76,ml,Unknown,reviewed,0,275,,,,,earthquake,2019,Montana
syn_2019_396,2019-08-15,63.6533,-96.673,3.64,3.27,ml,Unknown,reviewed,0,326,,,,,earthquake,2019,Alaska
syn_2019_397,2019-06-06,31.2633,-136.9395,2.19,3.34,ml,Unknown,reviewed,0,333,,,,,earthquake,2019,Other
syn_2019_398,2019-02-07,32.4524,-98.0047,13.15,4.43,ml,Unknown,reviewed,0,443,,,,,earthquake,2019,Texas
syn_2019_399,2019-06-21,62.0727,-115.7404,6.07,2.92,ml,Unknown,reviewed,0,292,,,,,earthquake,2019,Alaska
syn_2019_400,2019-09-27,53.2275,-100.7346,12.57,3.12,ml,Unknown,reviewed,0,311,,,,,earthquake,2019,Alaska
syn_2019_401,2019-02-20,31.0787,-83.9092,35.84,2.75,ml,Unknown,reviewed,0,274,,,,,earthquake,2019,Other
syn_2019_402,2019-05-18,40.7397,-151.0244,34.42,2.77,ml,Unknown,reviewed,0,277,,,,,earthquake,2019,Other
syn_2019_403,2019-08-20,27.2508,-106.8043,5.24,2.54,ml,Unknown,reviewed,0,253,,,,,earthquake,2019,Other
syn_2019_404,2019-05-03,42.3069,-164.6325,24.3,2.77,ml,Unknown,reviewed,0,276,,,,,earthquake,2019,Other
syn_2019_405,2019-05-09,56.1161,-159.4821,11.84,2.55,ml,Unknown,reviewed,0,255,,,,,earthquake,2019,Alaska
syn_2019_406,2019-02-07,47.1589,-100.5168,0.11,5.16,ml,Unknown,reviewed,0,515,,,,,earthquake,2019,Other
syn_2019_407,2019-10-08,50.8977,-162.6934,0.41,3.28,ml,Unknown,reviewed,0,328,,,,,earthquake,2019,Other
syn_2019_408,2019-04-27,38.0728,-108.6781,1.05,2.65,ml,Unknown,reviewed,0,265,,,,,earthquake,2019,Colorado
syn_2019_409,2019-10-25,31.4558,-147.3387,15.18,2.6,ml,Unknown,reviewed,0,259,,,,,earthquake,2019,Other
syn_2019_410,2019-09-23,25.5247,-138.6793,6.46,2.87,ml,Unknown,reviewed,0,286,,,,,earthquake,2019,Other
syn_2019_411,2019-12-11,57.8525,-156.6474,23.72,2.79,ml,Unknown,reviewed,0,279,,,,,earthquake,2019,Alaska
syn_2019_412,2019-07-27,50.4662,-144.3872,66.6,2.76,ml,Unknown,reviewed,0,276,,,,,earthquake,2019,Other
syn_2019_413,2019-11-22,34.1728,-85.4069,0.89,3.01,ml,Unknown,reviewed,0,300,,,,,earthquake,2019,Other
syn_2019_414,2019-11-11,41.7374,-104.1955,15.22,4.45,ml,Unknown,reviewed,0,445,,,,,earthquake,2019,Wyoming
syn_2019_415,2019-06-24,57.0577,-72.1747,3.24,3.17,ml,Unknown,reviewed,0,317,,,,,earthquake,2019,Alaska
syn_2019_416,2019-12-14,46.548,-164.9793,10.81,3.09,ml,Unknown,reviewed,0,308,,,,,earthquake,2019,Other
syn_2019_417,2019-05-25,37.0064,-88.3816,8.63,3.81,ml,Unknown,reviewed,0,381,,,,,earthquake,2019,Other
syn_2019_418,2019-10-10,35.6874,-97.9951,3.53,2.5,ml,Unknown,reviewed,0,250,,,,,earthquake,2019,Texas
syn_2019_419,2019-12-27,33.7046,-143.1281,44.98,2.68,ml,Unknown,reviewed,0,267,,,,,earthquake,2019,Other
syn_2019_420,2019-08-14,57.9492,-94.8958,7.47,3.05,ml,Unknown,reviewed,0,304,,,,,earthquake,2019,Alaska
syn_2019_421,2019-07-12,48.2744,-96.1955,1.03,3.48,ml,Unknown,reviewed,0,347,,,,,earthquake,2019,Other
syn_2019_422,2019-04-16,53.3663,-122.6874,4.73,3.03,ml,Unknown,reviewed,0,303,,,,,earthquake,2019,Alaska
syn_2019_423,2019-05-27,59.4048,-99.0701,2.34,2.64,ml,Unknown,reviewed,0,264,,,,,earthquake,2019,Alaska
syn_2019_424,2019-05-13,64.4745,-124.2082,0.76,4.63,ml,Unknown,reviewed,0,462,,,,,earthquake,2019,Alaska
syn_2019_425,2019-01-19,34.9793,-135.4388,5.3,2.82,ml,Unknown,reviewed,0,281,,,,,earthquake,2019,Other
syn_2019_426,2019-10-12,32.2361,-121.9514,19.95,3.74,ml,Unknown,reviewed,0,374,,,,,earthquake,2019,Other
syn_2019_427,2019-01-23,43.4799,-77.8017,16.14,4.28,ml,Unknown,reviewed,0,427,,,,,earthquake,2019,New York
syn_2019_428,2019-04-19,26.4029,-130.3879,7.36,2.84,ml,Unknown,reviewed,0,284,,,,,earthquake,2019,Other
syn_2019_429,2019-04-03,56.6687,-128.4201,3.26,3.99,ml,Unknown,reviewed,0,399,,,,,earthquake,2019,Alaska
syn_2019_430,2019-07-22,60.3504,-107.3345,38.24,3.49,ml,Unknown,reviewed,0,349,,,,,earthquake,2019,Alaska
syn_2019_431,2019-05-24,52.4416,-92.4411,0.94,4.38,ml,Unknown,reviewed,0,437,,,,,earthquake,2019,Alaska
syn_2019_432,2019-03-18,35.7198,-94.3341,25.48,2.73,ml,Unknown,reviewed,0,273,,,,,earthquake,2019,Texas
syn_2019_433,2019-11-12,29.9262,-167.9607,2.39,4.64,ml,Unknown,reviewed,0,464,,,,,earthquake,2019,Other
syn_2019_434,2019-05-03,40.2858,-99.1962,5.74,2.55,ml,Unknown,reviewed,0,255,,,,,earthquake,2019,Other
syn_2019_435,2019-09-12,58.3334,-123.5929,5.06,3.76,ml,Unknown,reviewed,0,376,,,,,earthquake,2019,Alaska
syn_2019_436,2019-10-22,38.9131,-116.0187,8.16,2.96,ml,Unknown,reviewed,0,295,,,,,earthquake,2019,California
syn_2019_437,2019-02-11,26.3702,-112.1487,1.23,2.66,ml,Unknown,reviewed,0,265,,,,,earthquake,2019,Other
syn_2019_438,2019-10-08,35.9712,-94.6329,22.43,2.57,ml,Unknown,reviewed,0,256,,,,,earthquake,2019,Texas
syn_2019_439,2019-03-10,64.5978,-84.3727,33.91,2.89,ml,Unknown,reviewed,0,289,,,,,earthquake,2019,Alaska
syn_2019_440,2019-07-03,52.0668,-103.4351,8.94,2.89,ml,Unknown,reviewed,0,289,,,,,earthquake,2019,Alaska
syn_2019_441,2019-06-21,61.0342,-111.9176,9.99,2.71,ml,Unknown,reviewed,0,270,,,,,earthquake,2019,Alaska
syn_2019_442,2019-08-14,55.9946,-131.5018,10.57,2.69,ml,Unknown,reviewed,0,269,,,,,earthquake,2019,Alaska
syn_2019_443,2019-02-24,46.5882,-155.7985,23.55,2.91,ml,Unknown,reviewed,0,290,,,,,earthquake,2019,Other
syn_2019_444,2019-10-17,30.9476,-71.2665,11.94,2.92,ml,Unknown,reviewed,0,292,,,,,earthquake,2019,Other
syn_2019_445,2019-08-02,38.9458,-122.4302,25.14,2.97,ml,Unknown,reviewed,0,296,,,,,earthquake,2019,California
syn_2019_446,2019-11-27,48.3496,-111.6801,28.54,4.12,ml,Unknown,reviewed,0,412,,,,,earthquake,2019,Idaho
